comment_ratio,file
0.082,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformResetIT.java
0.033,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformRestTestCase.java
0.149,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformRobustnessIT.java
0.109,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformScheduleNowIT.java
0.092,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformTaskFailedStateIT.java
0.09,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformUpdateIT.java
0.111,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformUpgradeModeIT.java
0.103,x-pack\plugin\transform\qa\single-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformUsageIT.java
0.048,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\LatestIT.java
0.088,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TestFeatureResetIT.java
0.08,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformChainIT.java
0.129,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformInsufficientPermissionsIT.java
0.075,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformIT.java
0.06,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformNodeStatsIT.java
0.063,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformRestTestCase.java
0.052,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\TransformUsingSearchRuntimeFieldsIT.java
0.17,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\ContinuousTestCase.java
0.062,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\DateHistogramGroupByIT.java
0.061,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\DateHistogramGroupByOtherTimeFieldIT.java
0.063,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\HistogramGroupByIT.java
0.079,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\LatestContinuousIT.java
0.074,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\TermsGroupByIT.java
0.095,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\TermsOnDateGroupByIT.java
0.133,x-pack\plugin\transform\qa\multi-node-tests\src\javaRestTest\java\org\elasticsearch\xpack\transform\integration\continuous\TransformContinuousIT.java
0.118,x-pack\plugin\transform\qa\multi-cluster-tests-with-security\src\test\java\org\elasticsearch\multi_cluster\MultiClusterYamlTestSuiteIT.java
0.096,x-pack\plugin\transform\qa\common\src\main\java\org\elasticsearch\xpack\transform\integration\common\TransformCommonRestTestCase.java
0.098,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\DelimitedTextStructureFinderFactoryTests.java
0.012,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\DelimitedTextStructureFinderTests.java
0.111,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\EnhancedTimestampDetectionTests.java
0.019,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\FieldStatsCalculatorTests.java
0.023,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\GrokPatternCreatorTests.java
0.4,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\LogTextStructureFinderFactoryTests.java
0.03,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\LogTextStructureFinderTests.java
0.092,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\NdJsonTextStructureFinderFactoryTests.java
0.115,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\NdJsonTextStructureFinderTests.java
0.065,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureFinderManagerTests.java
0.065,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureTestCase.java
0.021,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureUtilsTests.java
0.057,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\TimeoutCheckerTests.java
0.039,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\TimestampFormatFinderTests.java
0.113,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\XmlTextStructureFinderFactoryTests.java
0.115,x-pack\plugin\text-structure\src\test\java\org\elasticsearch\xpack\textstructure\structurefinder\XmlTextStructureFinderTests.java
0.13,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\TextStructurePlugin.java
0.118,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\rest\RestFindFieldStructureAction.java
0.109,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\rest\RestFindMessageStructureAction.java
0.105,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\rest\RestFindStructureAction.java
0.082,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\rest\RestFindStructureArgumentsParser.java
0.122,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\rest\RestTestGrokPatternAction.java
0.126,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\DelimitedTextStructureFinder.java
0.131,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\DelimitedTextStructureFinderFactory.java
0.176,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\FieldStatsCalculator.java
0.202,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\GrokPatternCreator.java
0.059,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\LogTextStructureFinder.java
0.145,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\LogTextStructureFinderFactory.java
0.089,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\NdJsonTextStructureFinder.java
0.103,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\NdJsonTextStructureFinderFactory.java
0.538,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureFinder.java
0.544,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureFinderFactory.java
0.093,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureFinderManager.java
0.053,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureOverrides.java
0.235,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TextStructureUtils.java
0.273,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TimeoutChecker.java
0.214,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\TimestampFormatFinder.java
0.041,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\XmlTextStructureFinder.java
0.139,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\structurefinder\XmlTextStructureFinderFactory.java
0.383,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\transport\TextStructExecutor.java
0.074,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\transport\TransportFindFieldStructureAction.java
0.097,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\transport\TransportFindMessageStructureAction.java
0.088,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\transport\TransportFindStructureAction.java
0.127,x-pack\plugin\text-structure\src\main\java\org\elasticsearch\xpack\textstructure\transport\TransportTestGrokPatternAction.java
0.074,x-pack\plugin\text-structure\src\javaRestTest\java\org\elasticsearch\xpack\textstructure\rest\TextStructureTimestampFormatsIT.java
0.158,x-pack\plugin\text-structure\qa\text-structure-with-security\src\yamlRestTest\java\org\elasticsearch\smoketest\TextStructureWithSecurityInsufficientRoleIT.java
0.109,x-pack\plugin\text-structure\qa\text-structure-with-security\src\yamlRestTest\java\org\elasticsearch\smoketest\TextStructureWithSecurityIT.java
0.094,x-pack\plugin\stack\src\yamlRestTest\java\org\elasticsearch\xpack\stack\StackYamlIT.java
0.095,x-pack\plugin\stack\src\test\java\org\elasticsearch\xpack\stack\LegacyStackTemplateRegistryTests.java
0.162,x-pack\plugin\stack\src\test\java\org\elasticsearch\xpack\stack\StackRegistryWithNonRequiredTemplates.java
0.049,x-pack\plugin\stack\src\test\java\org\elasticsearch\xpack\stack\StackTemplateRegistryTests.java
0.1,x-pack\plugin\stack\src\main\java\org\elasticsearch\xpack\stack\LegacyStackTemplateRegistry.java
0.122,x-pack\plugin\stack\src\main\java\org\elasticsearch\xpack\stack\StackPlugin.java
0.1,x-pack\plugin\stack\src\main\java\org\elasticsearch\xpack\stack\StackTemplateRegistry.java
0.037,x-pack\plugin\stack\src\javaRestTest\java\org\elasticsearch\xpack\stack\EcsDynamicTemplatesIT.java
0.141,x-pack\plugin\src\yamlRestTest\java\org\elasticsearch\xpack\test\rest\XPackRestIT.java
0.17,x-pack\plugin\src\test\java\org\elasticsearch\xpack\test\rest\AbstractXPackRestTest.java
0.191,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\AbstractSqlWireSerializingTestCase.java
0.054,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\SqlInfoTransportActionTests.java
0.037,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\SqlTestUtils.java
0.171,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\action\AbstractSqlIntegTestCase.java
0.18,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\action\BasicFormatterTests.java
0.214,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\action\LocalStateSQLXPackPlugin.java
0.041,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\CancellationTests.java
0.123,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\ProcessorTests.java
0.13,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\TypeResolutionTests.java
0.333,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\optimizer\FoldNull.java
0.035,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\optimizer\OptimizerRunTests.java
0.065,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\optimizer\OptimizerTests.java
0.017,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\parser\EscapedFunctionsTests.java
0.01,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\parser\ExpressionTests.java
0.056,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\parser\LikeEscapingParsingTests.java
0.061,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\parser\ParamLiteralTests.java
0.052,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\parser\SqlParserTests.java
0.009,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\planner\QueryFolderTests.java
0.058,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\planner\QueryTranslatorSpecTests.java
0.029,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\planner\QueryTranslatorTests.java
0.044,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\planner\VerifierTests.java
0.047,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plugin\CursorTests.java
0.044,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plugin\SqlMediaTypeParserTests.java
0.103,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plugin\SqlPluginTests.java
0.042,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plugin\TextFormatTests.java
0.143,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\session\ListCursorTests.java
0.023,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\stats\VerifierMetricsTests.java
0.288,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\tree\SqlNodeSubclassTests.java
0.028,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\type\SqlDataTypeConverterTests.java
0.032,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\type\SqlDataTypesTests.java
0.065,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\types\SqlTypesTests.java
0.044,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\util\LikeConversionTests.java
0.154,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\util\SqlVersionUtils.java
0.051,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\querydsl\container\QueryContainerTests.java
0.097,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\UnresolvedRelationTests.java
0.071,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\command\ShowColumnsTests.java
0.188,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\command\ShowFunctionsTests.java
0.028,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\command\sys\SysColumnsTests.java
0.046,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\command\sys\SysTablesTests.java
0.044,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\plan\logical\command\sys\SysTypesTests.java
0.125,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\SqlFunctionRegistryTests.java
0.073,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\parser\ParameterTests.java
0.056,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\parser\QuotingTests.java
0.149,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\predicate\conditional\CaseTests.java
0.089,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\predicate\conditional\IifTests.java
0.018,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\predicate\operator\arithmetic\SqlBinaryArithmeticTests.java
0.025,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\literal\interval\IntervalsTests.java
0.107,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\CastProcessorTests.java
0.102,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\DatabaseFunctionTests.java
0.261,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\SqlUnresolvedFunctionTests.java
0.103,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\UserFunctionTests.java
0.12,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\CurrentDateTests.java
0.067,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\CurrentDateTimeTests.java
0.067,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\CurrentTimeTests.java
0.051,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateAddPipeTests.java
0.021,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateAddProcessorTests.java
0.049,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateDiffPipeTests.java
0.014,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateDiffProcessorTests.java
0.123,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateFormatRandomDatasetGenerator.java
0.063,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DatePartPipeTests.java
0.052,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DatePartProcessorTests.java
0.211,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeDateFormatProcessorTests.java
0.05,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeFormatPipeTests.java
0.016,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeFormatProcessorTests.java
0.047,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeParsePipeTests.java
0.044,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeParseProcessorTests.java
0.067,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeProcessorTests.java
0.081,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeTestUtils.java
0.234,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTimeToCharProcessorTests.java
0.063,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTruncPipeTests.java
0.013,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DateTruncProcessorTests.java
0.176,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\DayOfYearTests.java
0.064,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\NamedDateTimeProcessorTests.java
0.07,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\NonIsoDateTimeProcessorTests.java
0.13,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\QuarterProcessorTests.java
0.071,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\TimeProcessorTests.java
0.092,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\datetime\ToCharTestScript.java
0.065,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\geo\GeoProcessorTests.java
0.072,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\geo\StDistanceProcessorTests.java
0.113,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\geo\StWkttosqlProcessorTests.java
0.052,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\math\BinaryMathProcessorTests.java
0.065,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\math\MathFunctionProcessorTests.java
0.091,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\math\MathOperationTests.java
0.055,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\BinaryStringNumericPipeTests.java
0.03,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\BinaryStringNumericProcessorTests.java
0.07,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\BinaryStringStringPipeTests.java
0.081,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\BinaryStringStringProcessorTests.java
0.068,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\ConcatFunctionPipeTests.java
0.078,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\ConcatProcessorTests.java
0.072,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\InsertFunctionPipeTests.java
0.041,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\InsertProcessorTests.java
0.068,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\LocateFunctionPipeTests.java
0.086,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\LocateProcessorTests.java
0.078,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\ReplaceFunctionPipeTests.java
0.067,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\ReplaceProcessorTests.java
0.075,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\StringFunctionProcessorTests.java
0.083,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\SubstringFunctionPipeTests.java
0.053,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\expression\function\scalar\string\SubstringProcessorTests.java
0.065,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\CompositeAggregationCursorTests.java
0.03,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\QuerierTests.java
0.099,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\SearchHitCursorTests.java
0.042,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\SourceGeneratorTests.java
0.111,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\SqlSourceBuilderTests.java
0.05,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\CompositeKeyExtractorTests.java
0.067,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\ComputingExtractorTests.java
0.023,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\FieldHitExtractorTests.java
0.04,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\MetricAggExtractorTests.java
0.231,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\ScoreExtractorTests.java
0.133,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\TestBucket.java
0.103,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\TestMultiValueAggregation.java
0.094,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\TestSingleValueAggregation.java
0.047,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\execution\search\extractor\TopHitsAggExtractorTests.java
0.083,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\common\io\SqlStreamTests.java
0.129,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\analyzer\AnalyzerTests.java
0.13,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\analyzer\AnalyzerTestUtils.java
0.024,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\analyzer\FieldAttributeTests.java
0.014,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\analyzer\VerifierErrorMessagesTests.java
0.024,x-pack\plugin\sql\src\test\java\org\elasticsearch\xpack\sql\analysis\index\IndexResolverTests.java
0.989,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\package-info.java
0.24,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\SqlClientException.java
0.171,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\SqlIllegalArgumentException.java
0.158,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\SqlInfoTransportAction.java
0.088,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\SqlUsageTransportAction.java
0.071,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\execution\PlanExecutor.java
0.128,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\expression\Exists.java
0.133,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\expression\ScalarSubquery.java
0.113,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\expression\SqlTypeResolutions.java
0.08,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\expression\SubQueryExpression.java
0.118,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\index\IndexCompatibility.java
0.122,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\index\VersionCompatibilityChecks.java
0.089,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\optimizer\Optimizer.java
0.345,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\AbstractBuilder.java
0.355,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\AstBuilder.java
0.048,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\CommandBuilder.java
0.064,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\ExpressionBuilder.java
0.058,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\IdentifierBuilder.java
0.068,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\LogicalPlanBuilder.java
0.107,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\ParsingException.java
0.623,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseBaseListener.java
0.546,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseBaseVisitor.java
0.003,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseLexer.java
0.693,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseListener.java
0.0,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseParser.java
0.733,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlBaseVisitor.java
0.103,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\parser\SqlParser.java
0.111,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\FoldingException.java
0.081,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\Mapper.java
0.132,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\Planner.java
0.261,x-pack\plugin\sql\src\main\java\org\elasticsearch\xpack\sql\planner\PlanningException.java
